name,category,osm_type,osm_id,latitude,longitude,map_link,map_preview_link,address,summary,alignment_to_downtown_perks,operating_hours,contact_phone,contact_email,website,specials,deals_offers,events_available,source,last_enriched_utc
1400 Rio Grande,Residential Property,relation,4803196,30.278267,-97.746844,https://www.openstreetmap.org/relation/4803196#map=19/30.278267/-97.746844,https://www.openstreetmap.org/?mlat=30.278267&mlon=-97.746844#map=18/30.278267/-97.746844,"1400, Rio Grande Street, Austin",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
2020 Condominiums,Residential Property,way,311591436,30.243906,-97.753239,https://www.openstreetmap.org/way/311591436#map=19/30.243906/-97.753239,https://www.openstreetmap.org/?mlat=30.243906&mlon=-97.753239#map=18/30.243906/-97.753239,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
21 Pearl West Campus,Residential Property,way,380917085,30.284545,-97.747197,https://www.openstreetmap.org/way/380917085#map=19/30.284545/-97.747197,https://www.openstreetmap.org/?mlat=30.284545&mlon=-97.747197#map=18/30.284545/-97.747197,"911, West 21st Street, Austin, TX, 78705",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
21 Rio,Residential Property,way,380922474,30.284284,-97.744722,https://www.openstreetmap.org/way/380922474#map=19/30.284284/-97.744722,https://www.openstreetmap.org/?mlat=30.284284&mlon=-97.744722#map=18/30.284284/-97.744722,"2101, Rio Grande Street, Austin, TX, 78705",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
21st Street Co-op,Residential Property,way,139295306,30.283816,-97.745878,https://www.openstreetmap.org/way/139295306#map=19/30.283816/-97.745878,https://www.openstreetmap.org/?mlat=30.283816&mlon=-97.745878#map=18/30.283816/-97.745878,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
3 Waller,Residential Property,relation,12875518,30.263663,-97.736387,https://www.openstreetmap.org/relation/12875518#map=19/30.263663/-97.736387,https://www.openstreetmap.org/?mlat=30.263663&mlon=-97.736387#map=18/30.263663/-97.736387,"710, East 3rd Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
360 Condominiums,Residential Property,way,328839215,30.267412,-97.74973,https://www.openstreetmap.org/way/328839215#map=19/30.267412/-97.749730,https://www.openstreetmap.org/?mlat=30.267412&mlon=-97.749730#map=18/30.267412/-97.749730,"360, Nueces Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
404 Rio Grande,Residential Property,way,99868653,30.268678,-97.750545,https://www.openstreetmap.org/way/99868653#map=19/30.268678/-97.750545,https://www.openstreetmap.org/?mlat=30.268678&mlon=-97.750545#map=18/30.268678/-97.750545,"404, Rio Grande Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
44 East,Residential Property,way,971496027,30.255928,-97.739065,https://www.openstreetmap.org/way/971496027#map=19/30.255928/-97.739065,https://www.openstreetmap.org/?mlat=30.255928&mlon=-97.739065#map=18/30.255928/-97.739065,"44, East Avenue, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
6th Street West Apartments Austin,Residential Property,way,382601987,30.276492,-97.763119,https://www.openstreetmap.org/way/382601987#map=19/30.276492/-97.763119,https://www.openstreetmap.org/?mlat=30.276492&mlon=-97.763119#map=18/30.276492/-97.763119,"1616, West 6th Street, Austin, TX, 78703","Residential Property listing operated by The Westside Group, Inc..","Resident onboarding, building-level perks, and local engagement",Not listed,+1-512-807-0437,,https://www.westsidegroup.com/,No public special listed in source data,"Multi-unit residential apartments near downtown Austin located in Clarksville, west of 6th Street",No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
70 Rainey,Residential Property,way,884211637,30.25855,-97.739166,https://www.openstreetmap.org/way/884211637#map=19/30.258550/-97.739166,https://www.openstreetmap.org/?mlat=30.258550&mlon=-97.739166#map=18/30.258550/-97.739166,"70, Rainey Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
700 River,Residential Property,way,1124723254,30.25791,-97.738547,https://www.openstreetmap.org/way/1124723254#map=19/30.257910/-97.738547,https://www.openstreetmap.org/?mlat=30.257910&mlon=-97.738547#map=18/30.257910/-97.738547,"700, River Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,https://700river.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Alexan Waterloo,Residential Property,way,968963792,30.271057,-97.733814,https://www.openstreetmap.org/way/968963792#map=19/30.271057/-97.733814,https://www.openstreetmap.org/?mlat=30.271057&mlon=-97.733814#map=18/30.271057/-97.733814,"700, East 11th Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
AMLI Downtown,Residential Property,relation,7480583,30.265318,-97.745872,https://www.openstreetmap.org/relation/7480583#map=19/30.265318/-97.745872,https://www.openstreetmap.org/?mlat=30.265318&mlon=-97.745872#map=18/30.265318/-97.745872,8,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
AMLI Eastside,Residential Property,way,1226731582,30.268963,-97.731943,https://www.openstreetmap.org/way/1226731582#map=19/30.268963/-97.731943,https://www.openstreetmap.org/?mlat=30.268963&mlon=-97.731943#map=18/30.268963/-97.731943,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
AMLI South Shore,Residential Property,relation,17325740,30.245961,-97.729846,https://www.openstreetmap.org/relation/17325740#map=19/30.245961/-97.729846,https://www.openstreetmap.org/?mlat=30.245961&mlon=-97.729846#map=18/30.245961/-97.729846,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
AMLI South Shore,Residential Property,way,906706478,30.245976,-97.729757,https://www.openstreetmap.org/way/906706478#map=19/30.245976/-97.729757,https://www.openstreetmap.org/?mlat=30.245976&mlon=-97.729757#map=18/30.245976/-97.729757,"1620, East Riverside Drive, Austin, TX, 78741",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
AMLI South Shore 2,Residential Property,way,382446252,30.245484,-97.730152,https://www.openstreetmap.org/way/382446252#map=19/30.245484/-97.730152,https://www.openstreetmap.org/?mlat=30.245484&mlon=-97.730152#map=18/30.245484/-97.730152,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Annie B,Residential Property,way,1054496893,30.275422,-97.74481,https://www.openstreetmap.org/way/1054496893#map=19/30.275422/-97.744810,https://www.openstreetmap.org/?mlat=30.275422&mlon=-97.744810#map=18/30.275422/-97.744810,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Ashton,Residential Property,way,134807227,30.264136,-97.74533,https://www.openstreetmap.org/way/134807227#map=19/30.264136/-97.745330,https://www.openstreetmap.org/?mlat=30.264136&mlon=-97.745330#map=18/30.264136/-97.745330,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Austin Lofts,Residential Property,way,99868634,30.269698,-97.751351,https://www.openstreetmap.org/way/99868634#map=19/30.269698/-97.751351,https://www.openstreetmap.org/?mlat=30.269698&mlon=-97.751351#map=18/30.269698/-97.751351,"800, West 5th Street, Austin, TX, 78703",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Austin Proper,Residential Property,way,743682754,30.266281,-97.750109,https://www.openstreetmap.org/way/743682754#map=19/30.266281/-97.750109,https://www.openstreetmap.org/?mlat=30.266281&mlon=-97.750109#map=18/30.266281/-97.750109,"202, Nueces Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Avenir,Residential Property,way,1012577968,30.271293,-97.731502,https://www.openstreetmap.org/way/1012577968#map=19/30.271293/-97.731502,https://www.openstreetmap.org/?mlat=30.271293&mlon=-97.731502#map=18/30.271293/-97.731502,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Barton Place Condominiums,Residential Property,way,153999101,30.263335,-97.76091,https://www.openstreetmap.org/way/153999101#map=19/30.263335/-97.760910,https://www.openstreetmap.org/?mlat=30.263335&mlon=-97.760910#map=18/30.263335/-97.760910,"1600, Barton Springs Rd, Austin, TX, 78704",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Bergman Valley View,Residential Property,way,1100970212,30.2508,-97.725426,https://www.openstreetmap.org/way/1100970212#map=19/30.250800/-97.725426,https://www.openstreetmap.org/?mlat=30.250800&mlon=-97.725426#map=18/30.250800/-97.725426,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Berkshire Riverview,Residential Property,way,906695037,30.248296,-97.733918,https://www.openstreetmap.org/way/906695037#map=19/30.248296/-97.733918,https://www.openstreetmap.org/?mlat=30.248296&mlon=-97.733918#map=18/30.248296/-97.733918,"1300, East Riverside Drive, Austin, TX, 78741",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Breakers on the Lake,Residential Property,way,906695035,30.247068,-97.731597,https://www.openstreetmap.org/way/906695035#map=19/30.247068/-97.731597,https://www.openstreetmap.org/?mlat=30.247068&mlon=-97.731597#map=18/30.247068/-97.731597,"1500, East Riverside Drive, Austin, TX, 78741",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Bridges On the Park,Residential Property,way,299395708,30.263237,-97.757238,https://www.openstreetmap.org/way/299395708#map=19/30.263237/-97.757238,https://www.openstreetmap.org/?mlat=30.263237&mlon=-97.757238#map=18/30.263237/-97.757238,"210, Lee Barton Drive, Austin, TX, 78704",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,condominiums,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Building 1,Residential Property,way,382446251,30.247263,-97.732436,https://www.openstreetmap.org/way/382446251#map=19/30.247263/-97.732436,https://www.openstreetmap.org/?mlat=30.247263&mlon=-97.732436#map=18/30.247263/-97.732436,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Building 2,Residential Property,way,382446226,30.247069,-97.732091,https://www.openstreetmap.org/way/382446226#map=19/30.247069/-97.732091,https://www.openstreetmap.org/?mlat=30.247069&mlon=-97.732091#map=18/30.247069/-97.732091,"1500, East Riverside Drive",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Building One,Residential Property,relation,13720133,30.255349,-97.762781,https://www.openstreetmap.org/relation/13720133#map=19/30.255349/-97.762781,https://www.openstreetmap.org/?mlat=30.255349&mlon=-97.762781#map=18/30.255349/-97.762781,"1100, South Lamar Boulevard, Austin, TX, 78704",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Building Three,Residential Property,way,25745918,30.256288,-97.763537,https://www.openstreetmap.org/way/25745918#map=19/30.256288/-97.763537,https://www.openstreetmap.org/?mlat=30.256288&mlon=-97.763537#map=18/30.256288/-97.763537,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Building Two,Residential Property,way,500796647,30.256033,-97.762342,https://www.openstreetmap.org/way/500796647#map=19/30.256033/-97.762342,https://www.openstreetmap.org/?mlat=30.256033&mlon=-97.762342#map=18/30.256033/-97.762342,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Cambridge Tower,Residential Property,way,516187606,30.280729,-97.740406,https://www.openstreetmap.org/way/516187606#map=19/30.280729/-97.740406,https://www.openstreetmap.org/?mlat=30.280729&mlon=-97.740406#map=18/30.280729/-97.740406,"1801, Lavaca Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Canterbury Square,Residential Property,way,1051963119,30.257948,-97.732273,https://www.openstreetmap.org/way/1051963119#map=19/30.257948/-97.732273,https://www.openstreetmap.org/?mlat=30.257948&mlon=-97.732273#map=18/30.257948/-97.732273,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Capitol Quarters,Residential Property,way,342005431,30.275092,-97.746796,https://www.openstreetmap.org/way/342005431#map=19/30.275092/-97.746796,https://www.openstreetmap.org/?mlat=30.275092&mlon=-97.746796#map=18/30.275092/-97.746796,"1108, Nueces Street, Austin, TX, 78701",Residential Property listing operated by Vivid Management.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Castle Hill Terrace,Residential Property,way,1324391206,30.279362,-97.752927,https://www.openstreetmap.org/way/1324391206#map=19/30.279362/-97.752927,https://www.openstreetmap.org/?mlat=30.279362&mlon=-97.752927#map=18/30.279362/-97.752927,"1212, Castle Hill Street, Austin, TX, 78703",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Chalmers Addition,Residential Property,way,1100970210,30.251669,-97.72885,https://www.openstreetmap.org/way/1100970210#map=19/30.251669/-97.728850,https://www.openstreetmap.org/?mlat=30.251669&mlon=-97.728850#map=18/30.251669/-97.728850,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Chalmers Courts,Residential Property,way,1009314551,30.260421,-97.726612,https://www.openstreetmap.org/way/1009314551#map=19/30.260421/-97.726612,https://www.openstreetmap.org/?mlat=30.260421&mlon=-97.726612#map=18/30.260421/-97.726612,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Coldwater Apartments,Residential Property,relation,11980954,30.264311,-97.762195,https://www.openstreetmap.org/relation/11980954#map=19/30.264311/-97.762195,https://www.openstreetmap.org/?mlat=30.264311&mlon=-97.762195#map=18/30.264311/-97.762195,"1717, Toomey Road, Austin, TX, 78704",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,https://www.coldwateraustin.com,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Cole,Residential Property,way,273206565,30.262786,-97.758574,https://www.openstreetmap.org/way/273206565#map=19/30.262786/-97.758574,https://www.openstreetmap.org/?mlat=30.262786&mlon=-97.758574#map=18/30.262786/-97.758574,"300, South Lamar Boulevard, Austin, 78704",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,https://www.coleapts.com/cole-apartments-austin-tx,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Corazon,Residential Property,relation,15307251,30.264482,-97.732239,https://www.openstreetmap.org/relation/15307251#map=19/30.264482/-97.732239,https://www.openstreetmap.org/?mlat=30.264482&mlon=-97.732239#map=18/30.264482/-97.732239,"1000, East 5th Street, Austin, TX, 78702",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Crest at Pearl,Residential Property,relation,14008632,30.283292,-97.746208,https://www.openstreetmap.org/relation/14008632#map=19/30.283292/-97.746208,https://www.openstreetmap.org/?mlat=30.283292&mlon=-97.746208#map=18/30.283292/-97.746208,"706, West Martin Luther King Jr Boulevard, Austin, TX, 78705",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Diplomat West Campus,Residential Property,way,380917017,30.284513,-97.747897,https://www.openstreetmap.org/way/380917017#map=19/30.284513/-97.747897,https://www.openstreetmap.org/?mlat=30.284513&mlon=-97.747897#map=18/30.284513/-97.747897,"1911, San Gabriel Street, Austin, TX, 78705",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,https://www.westsidegroup.com/,No public special listed in source data,One and two bedroom apartments near UT Austin popular for students who prefers to live alone.,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Driving Park,Residential Property,way,1051963115,30.253238,-97.722988,https://www.openstreetmap.org/way/1051963115#map=19/30.253238/-97.722988,https://www.openstreetmap.org/?mlat=30.253238&mlon=-97.722988#map=18/30.253238/-97.722988,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Eastside Station,Residential Property,way,1244655307,30.260948,-97.725203,https://www.openstreetmap.org/way/1244655307#map=19/30.260948/-97.725203,https://www.openstreetmap.org/?mlat=30.260948&mlon=-97.725203#map=18/30.260948/-97.725203,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Eleven by Windsor,Residential Property,way,1226731581,30.269471,-97.732151,https://www.openstreetmap.org/way/1226731581#map=19/30.269471/-97.732151,https://www.openstreetmap.org/?mlat=30.269471&mlon=-97.732151#map=18/30.269471/-97.732151,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Elle West Avenue,Residential Property,way,187011699,30.268377,-97.75254,https://www.openstreetmap.org/way/187011699#map=19/30.268377/-97.752540,https://www.openstreetmap.org/?mlat=30.268377&mlon=-97.752540#map=18/30.268377/-97.752540,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Elm Grove,Residential Property,way,1051963120,30.255891,-97.735416,https://www.openstreetmap.org/way/1051963120#map=19/30.255891/-97.735416,https://www.openstreetmap.org/?mlat=30.255891&mlon=-97.735416#map=18/30.255891/-97.735416,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Fifteen15 South Lamar Apartments,Residential Property,way,188454301,30.251175,-97.76389,https://www.openstreetmap.org/way/188454301#map=19/30.251175/-97.763890,https://www.openstreetmap.org/?mlat=30.251175&mlon=-97.763890#map=18/30.251175/-97.763890,"1515, South Lamar Boulevard, Austin, TX, 78704",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Fifth & West Residence,Residential Property,way,845186426,30.269501,-97.750552,https://www.openstreetmap.org/way/845186426#map=19/30.269501/-97.750552,https://www.openstreetmap.org/?mlat=30.269501&mlon=-97.750552#map=18/30.269501/-97.750552,"501, West 5th Street, Austin, TX, 78701",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Flagship,Residential Property,way,383355053,30.254835,-97.763109,https://www.openstreetmap.org/way/383355053#map=19/30.254835/-97.763109,https://www.openstreetmap.org/?mlat=30.254835&mlon=-97.763109#map=18/30.254835/-97.763109,"1312, Lamar Square Drive, Austin, TX, 78704",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Foundry Condominiums,Residential Property,way,1353494191,30.261229,-97.728349,https://www.openstreetmap.org/way/1353494191#map=19/30.261229/-97.728349,https://www.openstreetmap.org/?mlat=30.261229&mlon=-97.728349#map=18/30.261229/-97.728349,"1501, East 4th Street, Austin, TX, 78702",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Four Seasons Residences,Residential Property,way,134807222,30.262097,-97.741666,https://www.openstreetmap.org/way/134807222#map=19/30.262097/-97.741666,https://www.openstreetmap.org/?mlat=30.262097&mlon=-97.741666#map=18/30.262097/-97.741666,,Residential Property listing operated by Four Seasons.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,https://www.fourseasons.com/residences/private_residences/austin/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Frank,Residential Property,way,1214449247,30.254877,-97.753474,https://www.openstreetmap.org/way/1214449247#map=19/30.254877/-97.753474,https://www.openstreetmap.org/?mlat=30.254877&mlon=-97.753474#map=18/30.254877/-97.753474,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Free & Williams Subdivision,Residential Property,way,1051963130,30.255144,-97.732486,https://www.openstreetmap.org/way/1051963130#map=19/30.255144/-97.732486,https://www.openstreetmap.org/?mlat=30.255144&mlon=-97.732486#map=18/30.255144/-97.732486,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Gables,Residential Property,way,1264960514,30.267803,-97.754517,https://www.openstreetmap.org/way/1264960514#map=19/30.267803/-97.754517,https://www.openstreetmap.org/?mlat=30.267803&mlon=-97.754517#map=18/30.267803/-97.754517,,Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Gables Park Tower,Residential Property,way,231125472,30.267502,-97.754248,https://www.openstreetmap.org/way/231125472#map=19/30.267502/-97.754248,https://www.openstreetmap.org/?mlat=30.267502&mlon=-97.754248#map=18/30.267502/-97.754248,"111, Sandra Muraida Way, 78703",Residential Property listing in Downtown Austin.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Gables Republic Square,Residential Property,way,516276237,30.26738,-97.746672,https://www.openstreetmap.org/way/516276237#map=19/30.267380/-97.746672,https://www.openstreetmap.org/?mlat=30.267380&mlon=-97.746672#map=18/30.267380/-97.746672,"401, Guadalupe Street, Austin, TX, 78701",Residential Property listing operated by Gables Residential.,"Resident onboarding, building-level perks, and local engagement",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
