asset_path,inferred_entity,reason,confidence,next_action
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /happy hour.png","happy-hour","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /he Austin Motel. .jpg","he-austin-motel","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /ho0tel KPF_WallerCreek_TheGate_copyrightWAX.jpg.webp","ho0tel-kpf-wallercreek-thegate-copyrightwax-jpg","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /hotel arrivate.png","hotel-arrivate","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /hotel van zandt first thiursdays.png","hotel-van-zandt-first-thiursdays","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /hotel van zandt image-2578566_810.jpg","hotel-van-zandt-image-2578566-810","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /hotel van zandt pool .jpg","hotel-van-zandt-pool","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /image.png","image","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /instore service.png","instore-service","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /joe's coffee .png","joe-s-coffee","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /joes coffee 1.png","joes-coffee-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /joes cofffee 2.png","joes-cofffee-2","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /joes.png","joes","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lake KPF_WallerCreek_TheGate_copyrightWAX4.jpg.webp","lake-kpf-wallercreek-thegate-copyrightwax4-jpg","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /legends campaign .png","legends-campaign","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /legends poster.png","legends-poster","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /legends.png","legends","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lg_1_2ndst.jpg","lg-1-2ndst","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lifestyle.png","lifestyle","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lincon.webp","lincon","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /live map listing .png","live-map-listing","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /live map listing.png","live-map-listing","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lobby hour.jpeg","lobby-hour","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lobby poster.png","lobby-poster","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lobby.jpeg","lobby","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /local business results.png","local-business-results","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /lunch-special-pizza-salad-beer_1.jpg","lunch-special-pizza-salad-beer-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /manager greeting.png","manager-greeting","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /map and QR.png","map-and-qr","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /map ui .png","map-ui","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /meet up .png","meet-up","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /member appreciation MAW26-Header-1-1680x962.jpg","member-appreciation-maw26-header-1-1680x962","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /mixed use.png","mixed-use","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /modern lobby welcome vibe.png","modern-lobby-welcome-vibe","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /moment that counts.png","moment-that-counts","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /monhtly report .png","monhtly-report","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /monthly report.png","monthly-report","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /multi property.png","multi-property","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /museum day Visitors-at-Second-Saturdays-at-the-Blanton_3-3-1024x683 (1).jpg","museum-day-visitors-at-second-saturdays-at-the-blanton-3-3-1024x683-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /nail salon.png","nail-salon","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /night market.png","night-market","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /nightmarket.png","nightmarket","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /nina and frank.png","nina-and-frank","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /nina closing deal .png","nina-closing-deal","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /nina real estate.png","nina-real-estate","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /nina showing.png","nina-showing","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /one the map .png","one-the-map","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /otis hotel rooftop pool.webp","otis-hotel-rooftop-pool","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /paddle board at sunset .png","paddle-board-at-sunset","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /paddleboard downtown.png","paddleboard-downtown","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /partner type examples.png","partner-type-examples","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /partners 5 scenes.png","partners-5-scenes","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /people at event.png","people-at-event","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /people in restaurnat .png","people-in-restaurnat","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /perks campaign.png","perks-campaign","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /perks card connection.png","perks-card-connection","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /perks-offers.jpg         → coffee counter QR : offer redemption.png","perks-offers-jpg-coffee-counter-qr-offer-redemption","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /perlas-courtesy-of-perlas.jpg","perlas-courtesy-of-perlas","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /pizza.jpg","pizza","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /placements and surveys.png","placements-and-surveys","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /poolburger51-e1761778836177.jpg","poolburger51-e1761778836177","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /pop up event.svg","pop-up-event","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /qr code 1.png","qr-code-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /qr code redemption .png","qr-code-redemption","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /qr lobby .png","qr-lobby","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rainey stay put.jpg","rainey-stay-put","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rainey.jpg","rainey","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rainy campaign.png","rainy-campaign","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /real estate agent.png","real-estate-agent","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rebublic lobby LPC_Republic_Lobby_031121_1200x500_V241.jpg","rebublic-lobby-lpc-republic-lobby-031121-1200x500-v241","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rebuplic square 02-slider-amenities-v2-1.jpg","rebuplic-square-02-slider-amenities-v2-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rebuplic square event.jpg","rebuplic-square-event","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rebuplic square outside.jpg","rebuplic-square-outside","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rebuplic square workout.jpg","rebuplic-square-workout","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rebuplic square.jpg","rebuplic-square","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /redeem perk .png","redeem-perk","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /reports .png","reports","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /reports for partners.png","reports-for-partners","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic LPC_Republic_Interior_031121_1200x500_V240.jpg","republic-lpc-republic-interior-031121-1200x500-v240","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic LPC_Republic_Lobby_031121_1200x500_V241.jpg","republic-lpc-republic-lobby-031121-1200x500-v241","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic MicrosoftTeams-image-2.webp","republic-microsoftteams-image-2","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic bar 05-slider-amenities-v2-1.jpg","republic-bar-05-slider-amenities-v2-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic gym.jpg","republic-gym","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic outside 01-slider-amenities-v2-1.jpg","republic-outside-01-slider-amenities-v2-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic rosens bagels02-slider-republic-square-6.jpg","republic-rosens-bagels02-slider-republic-square-6","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic squaer republic-square-4.jpg","republic-squaer-republic-square-4","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square .jpg","republic-square","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square 01-slider-amenities-v2-1.jpg","republic-square-01-slider-amenities-v2-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square 01-slider-republic-square-2.jpg","republic-square-01-slider-republic-square-2","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square 01-slider-skyline-view-1.jpg","republic-square-01-slider-skyline-view-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square 03-slider-amenities-v2-1.jpg","republic-square-03-slider-amenities-v2-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square 06-slider-republic-square-4.jpg","republic-square-06-slider-republic-square-4","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square bar.jpg","republic-square-bar","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square facade.jpg","republic-square-facade","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square lady bird lake.jpg","republic-square-lady-bird-lake","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square outside.jpg","republic-square-outside","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square rendering.jpg","republic-square-rendering","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square slider-republic-square-2.jpg","republic-square-slider-republic-square-2","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square terrace.jpg","republic-square-terrace","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square yoga.jpg","republic-square-yoga","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /republic square.png","republic-square","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /resident flow.png","resident-flow","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /resident mixer 1.jpeg","resident-mixer-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /resident move in day .png","resident-move-in-day","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /resident scan qr code .png","resident-scan-qr-code","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residents leaving buiklding .png","residents-leaving-buiklding","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residents making plans .png","residents-making-plans","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnet mixer 2.jpeg","residnet-mixer-2","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnets /09ae8342-cc33-4c7c-8cec-bad2f0238bb5.png","09ae8342-cc33-4c7c-8cec-bad2f0238bb5","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnets /2ae8d91d-2922-48ea-92fd-45091b87fbe4.png","2ae8d91d-2922-48ea-92fd-45091b87fbe4","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnets /5cbff216-632b-4831-baa1-e9356e3145d4.png","5cbff216-632b-4831-baa1-e9356e3145d4","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnets /859bc617-7779-481d-93ca-ee260a057c8a.png","859bc617-7779-481d-93ca-ee260a057c8a","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnets /898c5c6a-c32e-4fe7-9eaf-948119895ae0.png","898c5c6a-c32e-4fe7-9eaf-948119895ae0","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnets /b745633e-15c5-4dc7-a293-1d6baa8a6bda.png","b745633e-15c5-4dc7-a293-1d6baa8a6bda","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnets /fc6a78a3-cb7b-4a73-b9c1-f38f0e128f46.png","fc6a78a3-cb7b-4a73-b9c1-f38f0e128f46","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnt mixer 2.png","residnt-mixer-2","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /residnt mixer.jpeg","residnt-mixer","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /retail shop .png","retail-shop","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /retail shops KPF_WallerCreek_TheGate_copyrightWAX2.jpg.webp","retail-shops-kpf-wallercreek-thegate-copyrightwax2-jpg","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rivian campaign.png","rivian-campaign","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rivian featured event.png","rivian-featured-event","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop cocktails.png","rooftop-cocktails","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop dj.png","rooftop-dj","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop event.png","rooftop-event","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop happy hour'.png","rooftop-happy-hour","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop pool otis.jpg","rooftop-pool-otis","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop-pools-austin-hotel-van-zandt-hero.jpg","rooftop-pools-austin-hotel-van-zandt-hero","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop-pools-austin-marriott-downtown-hero.jpg","rooftop-pools-austin-marriott-downtown-hero","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rooftop-pools-austin-the-westin-austin-downtown-4.jpg","rooftop-pools-austin-the-westin-austin-downtown-4","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /new images /rotal blue inside.png","rotal-blue-inside","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
